timestamp            | event                | lane   | user                     | bot   | server                  | actual     | expected   | drift_ns     | details
1778254426.927683700 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=bb2e8494-1f4e-4a97-bdb5-ae0496d26b4f user=Som
1778254426.928313100 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=bb2e8494-1f4e-4a97-bdb5-ae0496d26b4f user=Some(
1778254426.928864600 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=bb2e8494-1f4e-4a97-bdb5-ae0496d26b4f user=Some(
1778254426.929259800 | INCOMING             | BOT     | SuperGrey-bot            | true  | zh.wikisource.org        |            |            |              | ?? INCOMING BOT event id=16c13641-e5cf-4821-918f-989a8cbf6cb5 user=Some(
1778254426.929682700 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.929996300 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254426.930434000 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.931341800 | INCOMING             | HUMAN   | Ariel Provost            | false | fr.wikipedia.org         |            |            |              | ?? INCOMING HUMAN event id=4ea49a23-85d2-4cb7-82f6-f17f875b8979 user=Som
1778254426.932051600 | ENQUEUE              | HUMAN   | Ariel Provost            | false | fr.wikipedia.org         |            |            |              | ➕ ENQUEUE HUMAN event id=4ea49a23-85d2-4cb7-82f6-f17f875b8979 user=Some(
1778254426.932345000 | DEQUEUE              | HUMAN   | Ariel Provost            | false | fr.wikipedia.org         |            |            |              | 📤 DEQUEUE HUMAN event id=4ea49a23-85d2-4cb7-82f6-f17f875b8979 user=Some(
1778254426.932658400 | TIMING               |         | Ariel Provost            | false | fr.wikipedia.org         | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.932985500 | INCOMING             | BOT     | SuperGrey-bot            | true  | zh.wikisource.org        |            |            |              | ?? INCOMING BOT event id=4a0a4693-6a4d-4dc9-8932-1c14844b9d77 user=Some(
1778254426.933477000 | DEADLINE_MET         |         | Ariel Provost            | false | fr.wikipedia.org         | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.933937700 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254426.935103300 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=d9405184-e8dc-40bc-9b9b-0a1e2aa15f26 user=Som
1778254426.936411600 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=d9405184-e8dc-40bc-9b9b-0a1e2aa15f26 user=Some(
1778254426.937139600 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=d9405184-e8dc-40bc-9b9b-0a1e2aa15f26 user=Some(
1778254426.938193800 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.939027200 | INCOMING             | BOT     | SuperGrey-bot            | true  | zh.wikisource.org        |            |            |              | ?? INCOMING BOT event id=cc75f248-5c77-474e-8a25-6f4b7246fc85 user=Some(
1778254426.939632500 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.941102300 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254426.943656300 | INCOMING             | HUMAN   | MenoBot                  | false | ar.wikipedia.org         |            |            |              | ?? INCOMING HUMAN event id=5d339a92-13fa-4835-9212-bdcb340e624e user=Som
1778254426.944710500 | ENQUEUE              | HUMAN   | MenoBot                  | false | ar.wikipedia.org         |            |            |              | ➕ ENQUEUE HUMAN event id=5d339a92-13fa-4835-9212-bdcb340e624e user=Some(
1778254426.945218000 | DEQUEUE              | HUMAN   | MenoBot                  | false | ar.wikipedia.org         |            |            |              | 📤 DEQUEUE HUMAN event id=5d339a92-13fa-4835-9212-bdcb340e624e user=Some(
1778254426.945799400 | INCOMING             | HUMAN   | Ephraim33                | false | de.wikipedia.org         |            |            |              | ?? INCOMING HUMAN event id=2e558423-5b4d-4d06-8071-6a6a9dc0806f user=Som
1778254426.946386000 | TIMING               |         | MenoBot                  | false | ar.wikipedia.org         | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.946730400 | ENQUEUE              | HUMAN   | Ephraim33                | false | de.wikipedia.org         |            |            |              | ➕ ENQUEUE HUMAN event id=2e558423-5b4d-4d06-8071-6a6a9dc0806f user=Some(
1778254426.947108600 | DEADLINE_MET         |         | MenoBot                  | false | ar.wikipedia.org         | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.947942200 | DEQUEUE              | HUMAN   | Ephraim33                | false | de.wikipedia.org         |            |            |              | 📤 DEQUEUE HUMAN event id=2e558423-5b4d-4d06-8071-6a6a9dc0806f user=Some(
1778254426.949587900 | INCOMING             | BOT     | SuperGrey-bot            | true  | zh.wikisource.org        |            |            |              | ?? INCOMING BOT event id=85266ad5-9558-450c-98dc-c53c0621bb21 user=Some(
1778254426.950658200 | TIMING               |         | Ephraim33                | false | de.wikipedia.org         | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.951298000 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254426.952505200 | DEADLINE_MET         |         | Ephraim33                | false | de.wikipedia.org         | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.953279300 | INCOMING             | HUMAN   | CptViraj                 | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=e29d6e73-28b3-4275-825c-c57d6e18fb06 user=Som
1778254426.953976000 | ENQUEUE              | HUMAN   | CptViraj                 | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=e29d6e73-28b3-4275-825c-c57d6e18fb06 user=Some(
1778254426.954489300 | DEQUEUE              | HUMAN   | CptViraj                 | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=e29d6e73-28b3-4275-825c-c57d6e18fb06 user=Some(
1778254426.955167900 | TIMING               |         | CptViraj                 | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.955854100 | INCOMING             | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ?? INCOMING HUMAN event id=0a0c2f1a-7732-4e7c-ad47-1511312c3cec user=Som
1778254426.956392800 | DEADLINE_MET         |         | CptViraj                 | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.957394900 | ENQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ➕ ENQUEUE HUMAN event id=0a0c2f1a-7732-4e7c-ad47-1511312c3cec user=Some(
1778254426.958026300 | DEQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | 📤 DEQUEUE HUMAN event id=0a0c2f1a-7732-4e7c-ad47-1511312c3cec user=Some(
1778254426.958386600 | INCOMING             | BOT     | FenaBot                  | true  | en.wiktionary.org        |            |            |              | ?? INCOMING BOT event id=9a0ff60e-7907-41e5-b68c-536600ec7375 user=Some(
1778254426.958754500 | TIMING               |         | Romaine                  | false | nl.wiktionary.org        | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.959169300 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254426.959739000 | DEADLINE_MET         |         | Romaine                  | false | nl.wiktionary.org        | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.960376700 | INCOMING             | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ?? INCOMING HUMAN event id=0a67391d-4147-482e-9c50-ef84f9a491c6 user=Som
1778254426.961011100 | ENQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ➕ ENQUEUE HUMAN event id=0a67391d-4147-482e-9c50-ef84f9a491c6 user=Some(
1778254426.961511900 | DEQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | 📤 DEQUEUE HUMAN event id=0a67391d-4147-482e-9c50-ef84f9a491c6 user=Some(
1778254426.961929300 | INCOMING             | BOT     | DOPBot                   | true  | commons.wikimedia.org    |            |            |              | ?? INCOMING BOT event id=207e6b9c-57b0-4fa4-abd4-87071590a69e user=Some(
1778254426.962349200 | TIMING               |         | Romaine                  | false | nl.wiktionary.org        | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.962678900 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254426.963047300 | DEADLINE_MET         |         | Romaine                  | false | nl.wiktionary.org        | 200ns      | 2ms        | -1999800     |                                                                         
1778254426.963617100 | INCOMING             | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ?? INCOMING HUMAN event id=a2c4ef78-91b2-496c-9458-6e0d946e9ca3 user=Som
1778254426.964188300 | ENQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ➕ ENQUEUE HUMAN event id=a2c4ef78-91b2-496c-9458-6e0d946e9ca3 user=Some(
1778254426.964641400 | DEQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | 📤 DEQUEUE HUMAN event id=a2c4ef78-91b2-496c-9458-6e0d946e9ca3 user=Some(
1778254426.965055600 | INCOMING             | HUMAN   | Sandstorm Justness       | false | ru.wikipedia.org         |            |            |              | ?? INCOMING HUMAN event id=8613e87b-5f09-4e0e-b6f6-939757255638 user=Som
1778254426.965747100 | TIMING               |         | Romaine                  | false | nl.wiktionary.org        | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.966361400 | ENQUEUE              | HUMAN   | Sandstorm Justness       | false | ru.wikipedia.org         |            |            |              | ➕ ENQUEUE HUMAN event id=8613e87b-5f09-4e0e-b6f6-939757255638 user=Some(
1778254426.966897800 | DEADLINE_MET         |         | Romaine                  | false | nl.wiktionary.org        | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.967737300 | DEQUEUE              | HUMAN   | Sandstorm Justness       | false | ru.wikipedia.org         |            |            |              | 📤 DEQUEUE HUMAN event id=8613e87b-5f09-4e0e-b6f6-939757255638 user=Some(
1778254426.968394300 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=5cb0fa37-9d82-46e0-b45a-e75f0dd1cd1a user=Som
1778254426.968905900 | TIMING               |         | Sandstorm Justness       | false | ru.wikipedia.org         | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.969396400 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=5cb0fa37-9d82-46e0-b45a-e75f0dd1cd1a user=Some(
1778254426.969843800 | DEADLINE_MET         |         | Sandstorm Justness       | false | ru.wikipedia.org         | 300ns      | 2ms        | -1999700     |                                                                         
1778254426.970306200 | INCOMING             | BOT     | Zabe                     | true  | en.wikinews.org          |            |            |              | ?? INCOMING BOT event id=96e01436-6b57-40b4-a01b-702114ec72e3 user=Some(
1778254426.970855800 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=5cb0fa37-9d82-46e0-b45a-e75f0dd1cd1a user=Some(
1778254426.971181200 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254426.971584200 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 2.5µs      | 2ms        | -1997500     |                                                                         
1778254426.972107600 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 2.5µs      | 2ms        | -1997500     |                                                                         
1778254427.006311100 | INCOMING             | HUMAN   | Shwangtianyuan           | false | zh.wikipedia.org         |            |            |              | ?? INCOMING HUMAN event id=de92aded-b1d6-4ec2-a077-22ebe6b95ef9 user=Som
1778254427.007061100 | ENQUEUE              | HUMAN   | Shwangtianyuan           | false | zh.wikipedia.org         |            |            |              | ➕ ENQUEUE HUMAN event id=de92aded-b1d6-4ec2-a077-22ebe6b95ef9 user=Some(
1778254427.007428200 | DEQUEUE              | HUMAN   | Shwangtianyuan           | false | zh.wikipedia.org         |            |            |              | 📤 DEQUEUE HUMAN event id=de92aded-b1d6-4ec2-a077-22ebe6b95ef9 user=Some(
1778254427.007979800 | INCOMING             | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ?? INCOMING HUMAN event id=7cce60d1-7c2b-469a-9a4c-52c2c6e02303 user=Som
1778254427.008565700 | TIMING               |         | Shwangtianyuan           | false | zh.wikipedia.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.009234100 | ENQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ➕ ENQUEUE HUMAN event id=7cce60d1-7c2b-469a-9a4c-52c2c6e02303 user=Some(
1778254427.009781000 | DEADLINE_MET         |         | Shwangtianyuan           | false | zh.wikipedia.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.010570400 | DEQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | 📤 DEQUEUE HUMAN event id=7cce60d1-7c2b-469a-9a4c-52c2c6e02303 user=Some(
1778254427.011212700 | TIMING               |         | Romaine                  | false | nl.wiktionary.org        | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.011815300 | DEADLINE_MET         |         | Romaine                  | false | nl.wiktionary.org        | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.101563100 | INCOMING             | HUMAN   | Favete linguistis        | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=195fda23-be3f-4b42-b919-8f74cffd0dce user=Som
1778254427.102266900 | ENQUEUE              | HUMAN   | Favete linguistis        | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=195fda23-be3f-4b42-b919-8f74cffd0dce user=Some(
1778254427.102604100 | DEQUEUE              | HUMAN   | Favete linguistis        | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=195fda23-be3f-4b42-b919-8f74cffd0dce user=Some(
1778254427.103099000 | INCOMING             | HUMAN   | Soumo Dip 05             | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=e32024fc-150a-495c-85e0-bd4fd8905b68 user=Som
1778254427.103713500 | TIMING               |         | Favete linguistis        | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.104150600 | ENQUEUE              | HUMAN   | Soumo Dip 05             | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=e32024fc-150a-495c-85e0-bd4fd8905b68 user=Some(
1778254427.104560100 | DEADLINE_MET         |         | Favete linguistis        | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.105212600 | DEQUEUE              | HUMAN   | Soumo Dip 05             | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=e32024fc-150a-495c-85e0-bd4fd8905b68 user=Some(
1778254427.105717400 | TIMING               |         | Soumo Dip 05             | false | commons.wikimedia.org    | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.106281000 | DEADLINE_MET         |         | Soumo Dip 05             | false | commons.wikimedia.org    | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.114027800 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=5a246792-8cb3-4e2f-87f4-56b074d377ee user=Som
1778254427.114579700 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=5a246792-8cb3-4e2f-87f4-56b074d377ee user=Some(
1778254427.115058800 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=5a246792-8cb3-4e2f-87f4-56b074d377ee user=Some(
1778254427.115794300 | INCOMING             | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ?? INCOMING HUMAN event id=edcf4c54-bdbb-4fa7-8d4e-d6fa9a9ffde6 user=Som
1778254427.116031300 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.116366900 | ENQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | ➕ ENQUEUE HUMAN event id=edcf4c54-bdbb-4fa7-8d4e-d6fa9a9ffde6 user=Some(
1778254427.116644000 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.117126700 | DEQUEUE              | HUMAN   | Romaine                  | false | nl.wiktionary.org        |            |            |              | 📤 DEQUEUE HUMAN event id=edcf4c54-bdbb-4fa7-8d4e-d6fa9a9ffde6 user=Some(
1778254427.117525200 | TIMING               |         | Romaine                  | false | nl.wiktionary.org        | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.117971300 | DEADLINE_MET         |         | Romaine                  | false | nl.wiktionary.org        | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.220750200 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=455dcba3-8700-4b02-a51d-56d8afcff695 user=Som
1778254427.221798900 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=455dcba3-8700-4b02-a51d-56d8afcff695 user=Some(
1778254427.222458100 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=455dcba3-8700-4b02-a51d-56d8afcff695 user=Some(
1778254427.223414400 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=e41c1a29-59b6-4838-8d00-925cd2a02038 user=Som
1778254427.223828500 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.224223300 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=e41c1a29-59b6-4838-8d00-925cd2a02038 user=Some(
1778254427.224829000 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.225964500 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=e41c1a29-59b6-4838-8d00-925cd2a02038 user=Some(
1778254427.226984900 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.227650000 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.498382600 | INCOMING             | HUMAN   | RossEvans19              | false | en.wikipedia.org         |            |            |              | ?? INCOMING HUMAN event id=b3529742-46ab-495f-a2d9-666fd8603535 user=Som
1778254427.499166900 | ENQUEUE              | HUMAN   | RossEvans19              | false | en.wikipedia.org         |            |            |              | ➕ ENQUEUE HUMAN event id=b3529742-46ab-495f-a2d9-666fd8603535 user=Some(
1778254427.499808500 | DEQUEUE              | HUMAN   | RossEvans19              | false | en.wikipedia.org         |            |            |              | 📤 DEQUEUE HUMAN event id=b3529742-46ab-495f-a2d9-666fd8603535 user=Some(
1778254427.500280700 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=d5427c29-7496-4c8c-87a9-0133fae352a7 user=Som
1778254427.500679600 | TIMING               |         | RossEvans19              | false | en.wikipedia.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.501143600 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=d5427c29-7496-4c8c-87a9-0133fae352a7 user=Some(
1778254427.501588800 | DEADLINE_MET         |         | RossEvans19              | false | en.wikipedia.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.502264300 | INCOMING             | BOT     | SuperGrey-bot            | true  | zh.wikisource.org        |            |            |              | ?? INCOMING BOT event id=5a6d8e31-b0e0-4705-8466-3b69475cc653 user=Some(
1778254427.502693100 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=d5427c29-7496-4c8c-87a9-0133fae352a7 user=Some(
1778254427.503107300 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254427.503522600 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 1.6µs      | 2ms        | -1998400     |                                                                         
1778254427.504529400 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 1.6µs      | 2ms        | -1998400     |                                                                         
1778254427.505876200 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=77d62e8b-9f4d-440a-8aab-9c8f2f56df77 user=Som
1778254427.506837100 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=77d62e8b-9f4d-440a-8aab-9c8f2f56df77 user=Some(
1778254427.507511100 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=77d62e8b-9f4d-440a-8aab-9c8f2f56df77 user=Some(
1778254427.508022800 | INCOMING             | HUMAN   | Lodewicus de Honsvels    | false | www.wikidata.org         |            |            |              | ?? INCOMING HUMAN event id=dfafdf1e-9d81-4643-a9c4-97763475f53c user=Som
1778254427.508514600 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 500ns      | 2ms        | -1999500     |                                                                         
1778254427.508977800 | ENQUEUE              | HUMAN   | Lodewicus de Honsvels    | false | www.wikidata.org         |            |            |              | ➕ ENQUEUE HUMAN event id=dfafdf1e-9d81-4643-a9c4-97763475f53c user=Some(
1778254427.509696700 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 500ns      | 2ms        | -1999500     |                                                                         
1778254427.511013400 | INCOMING             | HUMAN   | Vicarage                 | false | www.wikidata.org         |            |            |              | ?? INCOMING HUMAN event id=a736e20d-62b2-45c9-8746-1d1de16db191 user=Som
1778254427.511782900 | DEQUEUE              | HUMAN   | Lodewicus de Honsvels    | false | www.wikidata.org         |            |            |              | 📤 DEQUEUE HUMAN event id=dfafdf1e-9d81-4643-a9c4-97763475f53c user=Some(
1778254427.512405900 | ENQUEUE              | HUMAN   | Vicarage                 | false | www.wikidata.org         |            |            |              | ➕ ENQUEUE HUMAN event id=a736e20d-62b2-45c9-8746-1d1de16db191 user=Some(
1778254427.513530200 | TIMING               |         | Lodewicus de Honsvels    | false | www.wikidata.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.514179600 | INCOMING             | BOT     | DPLA bot                 | true  | commons.wikimedia.org    |            |            |              | ?? INCOMING BOT event id=eeec6ad6-f3ee-4263-a89b-aca71dcf6408 user=Some(
1778254427.514719600 | DEADLINE_MET         |         | Lodewicus de Honsvels    | false | www.wikidata.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.515266200 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254427.515872400 | DEQUEUE              | HUMAN   | Vicarage                 | false | www.wikidata.org         |            |            |              | 📤 DEQUEUE HUMAN event id=a736e20d-62b2-45c9-8746-1d1de16db191 user=Some(
1778254427.516433400 | TIMING               |         | Vicarage                 | false | www.wikidata.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.516958500 | INCOMING             | HUMAN   | MenoBot                  | false | ar.wikipedia.org         |            |            |              | ?? INCOMING HUMAN event id=71826753-ad12-4bdf-ab37-f41bb120e0a4 user=Som
1778254427.517398600 | DEADLINE_MET         |         | Vicarage                 | false | www.wikidata.org         | 400ns      | 2ms        | -1999600     |                                                                         
1778254427.517939000 | ENQUEUE              | HUMAN   | MenoBot                  | false | ar.wikipedia.org         |            |            |              | ➕ ENQUEUE HUMAN event id=71826753-ad12-4bdf-ab37-f41bb120e0a4 user=Some(
1778254427.518484300 | DEQUEUE              | HUMAN   | MenoBot                  | false | ar.wikipedia.org         |            |            |              | 📤 DEQUEUE HUMAN event id=71826753-ad12-4bdf-ab37-f41bb120e0a4 user=Some(
1778254427.519002100 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=972f886d-671f-4604-b7ca-f3ebd126b95a user=Som
1778254427.519458700 | TIMING               |         | MenoBot                  | false | ar.wikipedia.org         | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.519902400 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=972f886d-671f-4604-b7ca-f3ebd126b95a user=Some(
1778254427.520469200 | DEADLINE_MET         |         | MenoBot                  | false | ar.wikipedia.org         | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.521283000 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=972f886d-671f-4604-b7ca-f3ebd126b95a user=Some(
1778254427.521752300 | INCOMING             | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ?? INCOMING HUMAN event id=afeeedaa-4c25-455c-a87f-94f1fde42840 user=Som
1778254427.522178600 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.522614500 | ENQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | ➕ ENQUEUE HUMAN event id=afeeedaa-4c25-455c-a87f-94f1fde42840 user=Some(
1778254427.523026000 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 200ns      | 2ms        | -1999800     |                                                                         
1778254427.523559400 | INCOMING             | BOT     | DPLA bot                 | true  | commons.wikimedia.org    |            |            |              | ?? INCOMING BOT event id=d532d135-a788-4849-80c3-9c60d651ac64 user=Some(
1778254427.523917500 | DEQUEUE              | HUMAN   | 方的1P                     | false | commons.wikimedia.org    |            |            |              | 📤 DEQUEUE HUMAN event id=afeeedaa-4c25-455c-a87f-94f1fde42840 user=Some(
1778254427.524586300 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
1778254427.525156700 | TIMING               |         | 方的1P                     | false | commons.wikimedia.org    | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.525834600 | DEADLINE_MET         |         | 方的1P                     | false | commons.wikimedia.org    | 300ns      | 2ms        | -1999700     |                                                                         
1778254427.868319700 | INCOMING             | BOT     | DPLA bot                 | true  | commons.wikimedia.org    |            |            |              | ?? INCOMING BOT event id=ec78743e-b8fd-43d4-9062-34f0936c453c user=Some(
1778254427.868730400 | DEGRADED_MODE        | BOT     |                          |       |                          |            |            |              | DEGRADED MODE: dropping incoming BOT packet before enqueue.             
